text,label,error_type,methods,n_methods
"Слушай, что тебе мама говорю.",0,Syntax,"cleanlab, datamaps, ds2",3
"Это такой человек, ты его ни за что не переспоришь.",1,0,ds2,1
Исходный код программы требовал доработки.,1,0,ds2,1
Все начальники позапрещали этот спектакль.,0,Syntax,"cleanlab, datamaps",2
Odense - третий город Дании и главный город Фюнского острова.,0,Hallucination,"cleanlab, ds2",2
Том не пытается вас впечатлять.,0,Morphology,"cleanlab, datamaps, ds2",3
"Вчера обнаружилось, что преступник на свободе.",1,0,ds2,1
Илья и Света поцеловали друг друга.,1,0,ds2,1
"Перед началом тренировки сделайте несколько глубоких вдохов, чтобы успокоиться и настроить себя на нужный лад.",1,0,ds2,1
Иван не пошел на концерт.,1,0,ds2,1
Ради неё сядь в машину и поедь вперёд.,0,Morphology,datamaps,1
"Ты тогда замечал, что он странно себя ведет?",0,Semantics,"cleanlab, datamaps, ds2",3
Примерно в это же время он и переехал в Вене.,0,Syntax,"cleanlab, datamaps",2
В комнату вошел мой адвокат.,1,0,ds2,1
Хутор лежал вдалеке от железной дороги.,1,0,ds2,1
"Он умер и никогда не вернулся на вокзал, где его друг ждал.",0,Syntax,cleanlab,1
Всю молодость она любила говорить по телефону.,0,Semantics,"cleanlab, datamaps",2
Теперь появился новый лекарственный препарат.,1,0,ds2,1
"Отправиться бы нам на море, захватив с собой детей.",1,0,ds2,1
Не сохранили чего бы то ни было.,0,Semantics,"cleanlab, datamaps",2
Он пять лет располагал земельным участком.,0,Semantics,cleanlab,1
Из всех четырех углов зала поднимались лестницы этого белого камня.,0,Syntax,cleanlab,1
Даже лебеда не выросла.,1,0,ds2,1
"Соседи видели, как я белею у подъезда.",0,Semantics,"cleanlab, datamaps",2
Они не замечали меня.,1,0,ds2,1
"Как обычно, рекомендуется быть готовому к объёмной загрузке, сохранить резервную копию данных со смартфона и полностью зарядить его.",1,0,cleanlab,1
Путешествие отвлечет его от себя.,1,0,ds2,1
Я не ел ветчины.,1,0,ds2,1
