id,text,label,error_type,detailed_source,original_split
2999,"У зачитывавшихся людей в детстве русскими сказками, былинами дух захватывало от богатырских подвигов.",0,Syntax,USE8,in_domain_train
3000,Мать держит ребенка на коленях.,1,0,Seliverstova,in_domain_train
3001,Я живу почти рядом с Вами.,1,0,Seliverstova,in_domain_train
3002,Мы разбили палатку у подножия горы.,1,0,Seliverstova,in_domain_train
3003,С удовольствием прийду в любое место с женой для опроса.,0,Morphology,USE7,in_domain_train
3004,"Мое сердце изливалось кровью, когда я видел их одними и такими счастливыми.",0,Syntax,Testelets,in_domain_train
3005,Я отдаю книгу сестре.,1,0,Testelets,in_domain_train
3006,"Набирая скорость, он ворвался в штрафную площадку.",1,0,Testelets,in_domain_train
3007,"В целом — не то чтобы сногсшибательная, но чрезвычайно важная пластинка.",1,0,Paducheva2013,in_domain_train
3008,"Ты хорошо спряталась, но я все-таки тебя заметил.",1,0,Paducheva2004,in_domain_train
3009,"Иван воскликнул, что какой у нее голос.",0,Semantics,Paducheva2010,in_domain_train
3010,Именно этим объясняется неприемлемость предложений вроде.,1,0,Testelets,in_domain_train
3011,Груша – довольно высокое дерева (некоторые сорта достигают в высоту до 20 метров).,0,Syntax,Testelets,in_domain_train
3012,Я не вижу карандаши.,1,0,Paducheva2013,in_domain_train
3013,Я отдала ей свою старую шляпу.,1,0,Seliverstova,in_domain_train
3014,Они не нарушили договора.,1,0,Paducheva2013,in_domain_train
3015,"Их дети, Валентин и Ирка, всегда целовали маму Раю, если приходили в гости.",1,0,USE7,in_domain_train
3016,Мне во что бы то ни стало нужно получить это кольцо.,1,0,Seliverstova,in_domain_train
3017,Им выдали сетки защищаться от комаров.,1,0,Testelets,in_domain_train
3018,"Когда она играла что-то прекрасное, как я любил ее.",1,0,Seliverstova,in_domain_train
3019,"Всадник для порядка пустил ещё несколько стрел и, оставив после себя клубы пыли, скрылся за лесистым холмом.",1,0,USE5,in_domain_train
3020,"Когда я только начинала мыть посуду, кончилась горячая вода.",1,0,Paducheva2004,in_domain_train
