text,label,error_type,curated_score,compressed_score,diversity_score
Ему не до разговоров.,1,0,3,4,0.0694
"Он понимает, что она права.",1,0,3,3,0.0472
"Я не позвонил потому, что хотел увидеть ее.",1,0,3,4,0.0714
"По-видимому, прибытие корабля стоит ожидать ближе к сегодняшнему вечеру.",0,Syntax,2,4,0.0902
"Пиросмани усмехался: эти двое молодых людей думают, что где-то на земле для него есть место, и есть круг людей, который он имеет право назвать своим.",1,0,1,4,0.0973
Я не просил его никого слушать.,0,Semantics,3,5,0.0594
Ваше отсутствие не тормозило работы.,1,0,3,5,0.0645
Она всегда душится какими-нибудь необыкновенными духами.,1,0,2,4,0.088
"Сколько ты хочешь, чтобы тебе заплатили?",1,0,3,3,0.0678
Иван поехал на конференцию в Марокко.,1,0,2,3,0.0795
Кое-кто на лекции присутствовал.,1,0,2,4,0.0694
У него было какое-то странное выражение лица.,1,0,3,3,0.0541
В этом разделе нет ничего для отчета.,1,0,2,2,0.0933
Я был несколько раз в ихней квартире.,0,Morphology,3,4,0.068
В первом же сражении он обнаружил свою отчаянную храбрость.,1,0,3,3,0.0656
"Идет снег, так что холодно и так что не хочется идти гулять.",0,Syntax,2,2,0.0729
ARMAT работает с 1984 года.,1,0,2,2,0.1407
Сторож наполняет бассейн водой.,1,0,2,2,0.0865
Лесные рыжие муравьи приносят неоценимую пользу человеку.,1,0,2,2,0.1027
Она была в стороне от каких-либо интриг.,1,0,3,4,0.0443
"Все было тихо, и только где-то вдалеке шумели поезда.",1,0,3,4,0.0556
"Он видел невдалеке большую деревню, раскинувшуюся по обеим сторонам озера.",1,0,2,4,0.0839
Сильно этот поезд не опоздает.,1,0,3,3,0.0625
Вчера я была у мамы и получила от нее эту книгу.,0,Semantics,3,3,0.0568
"Он слишком самолюбив, чтобы хоть немного беспокоиться о том, что с тобой.",1,0,2,3,0.0853
"Он думает, его за это похвалят.",1,0,1,1,0.0507
Иногда каждый человек может так поступить.,1,0,3,3,0.067
У него есть некоторая фантазия.,1,0,3,3,0.0589
Я получил его донесение только вчера.,1,0,3,4,0.058
Иван вчера не позвонил.,1,0,3,3,0.0669
У тебя очень красные щеки.,1,0,2,2,0.1017
"Ни в поле, ни в лесу никого не было.",1,0,3,3,0.071
Иван не понимает мое желание идти на вечер один.,0,Syntax,3,4,0.0614
Весь день я простоял возле станка.,0,Semantics,3,4,0.0701
"Мне было неприятно помогать кому-нибудъ из них, но я все-таки помогал.",0,Semantics,3,4,0.0598
"Он прав, я думаю?",1,0,2,3,0.038
Она смотрела вдаль усталыми глазами.,1,0,2,3,0.0652
У него не было причин ничего менять.,0,Semantics,3,3,0.0653
Авто* — принтер пытается подключиться к сети с текущей скоростью сети.,0,Hallucination,1,4,0.1264
Сторож наполнил бассейн водой.,1,0,2,3,0.0843
Ребята накупили хорошую книгу.,0,Syntax,3,4,0.0524
В лесу около нашей деревни много грибов.,1,0,2,3,0.0764
Не вижу оснований так поступать.,1,0,3,3,0.0683
Она не могла собраться с духом ответить что-нибудь.,1,0,2,4,0.0692
Это влияет на любые инициативы сдвига во всякую сторону.,0,Semantics,3,5,0.0709
"Косуля—очень пугливое животное, и встретить его удается очень редко.",1,0,2,4,0.1009
Я похож с братом.,0,Syntax,3,4,0.0658
"Ему приказано отступать, и он отступает.",1,0,3,3,0.055
Вагоны шли привычной линией.,1,0,2,2,0.0873
Станция находится в 100 метрах отсюда.,1,0,2,2,0.1063
"Надо бы как-то об этом подумать, как-то осознать это!",1,0,2,2,0.0752
"Марья Ивановна, следовавшая глазами за всеми ее движениями, испугалась.",1,0,2,4,0.0799
Советую тебе пойти к врачу.,1,0,3,3,0.0513
Букинист по моей просьбе продал книгу студенту.,1,0,3,4,0.0276
Я поговорю с ними со всеми.,1,0,2,2,0.0612
Политика тебя не волновала.,1,0,2,4,0.0935
Она часто о чем-то мечтает.,1,0,2,2,0.0686
Он сидел близко от меня и плакал.,0,Semantics,3,3,0.0492
Я очень рад встретиться с вами.,1,0,2,2,0.0576
Он берет это слово в кавычки.,1,0,3,3,0.0714
Рыбак быстро надел наживку на крючок и забросил удочку в воду.,1,0,2,2,0.0892
У него только одни способности.,0,Semantics,2,4,0.0783
Он рискует попасть за решетку.,1,0,3,4,0.0652
Его еще не прочитало этой статьи.,0,Syntax,3,4,0.0444
Машину я ему уже покупал.,1,0,3,4,0.0686
